epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,204.474,0.73081,0.36732,0.9235,0.98779,0.9913,0.98918,0.71229,1.13514,0.37605,1.06827,0.0008218,0.0008218,0.0008218
92,206.695,0.74293,0.36609,0.92893,0.98062,0.9854,0.99225,0.71143,1.11636,0.3838,1.06358,0.00081982,0.00081982,0.00081982
93,208.937,0.7493,0.37702,0.9288,0.98694,0.99167,0.99121,0.70047,1.17019,0.3938,1.09153,0.00081784,0.00081784,0.00081784
94,211.22,0.74638,0.37053,0.93736,0.99584,0.99157,0.99391,0.71074,1.16009,0.38106,1.09248,0.00081586,0.00081586,0.00081586
95,213.461,0.76659,0.38412,0.94471,0.99602,0.98506,0.99308,0.69223,1.18899,0.38789,1.10848,0.00081388,0.00081388,0.00081388
96,215.686,0.72158,0.36893,0.92542,0.99482,0.98917,0.99424,0.68231,1.21455,0.39983,1.13541,0.0008119,0.0008119,0.0008119
97,217.956,0.73628,0.37672,0.93654,0.98983,0.97303,0.99162,0.70109,1.15247,0.39286,1.08898,0.00080992,0.00080992,0.00080992
98,220.234,0.75045,0.37537,0.92654,0.99342,0.99043,0.99333,0.71878,1.11956,0.39595,1.06384,0.00080794,0.00080794,0.00080794
99,222.646,0.73861,0.37939,0.93341,0.9239,0.96954,0.9716,0.67131,1.19514,0.49682,1.10719,0.00080596,0.00080596,0.00080596
100,225.285,0.73363,0.39194,0.92937,0.96321,0.9601,0.98581,0.70284,1.14481,0.43861,1.08146,0.00080398,0.00080398,0.00080398
101,227.56,0.73521,0.37982,0.93131,0.98458,0.9838,0.98873,0.69495,1.17557,0.42455,1.11159,0.000802,0.000802,0.000802
102,229.92,0.73092,0.37874,0.92814,0.99247,0.97684,0.98768,0.69475,1.15561,0.39258,1.11077,0.00080002,0.00080002,0.00080002
103,232.576,0.72647,0.37408,0.92093,0.99136,0.99167,0.98787,0.69574,1.14441,0.38328,1.10353,0.00079804,0.00079804,0.00079804
104,236.092,0.77064,0.40223,0.95396,0.99611,0.98471,0.98836,0.6899,1.17621,0.4001,1.1075,0.00079606,0.00079606,0.00079606
105,239.35,0.73308,0.37188,0.92783,0.99681,0.98541,0.98865,0.70631,1.1313,0.38405,1.07488,0.00079408,0.00079408,0.00079408
106,242.64,0.69895,0.36082,0.92441,0.99161,0.98744,0.99045,0.69966,1.1591,0.38602,1.09608,0.0007921,0.0007921,0.0007921
107,245.915,0.70579,0.35949,0.91946,0.99425,0.98544,0.98761,0.70228,1.14449,0.38599,1.09194,0.00079012,0.00079012,0.00079012
108,249.17,0.6874,0.35278,0.90825,0.99459,0.98596,0.99187,0.70502,1.14078,0.3842,1.07812,0.00078814,0.00078814,0.00078814
109,252.521,0.70764,0.36125,0.91999,0.99336,0.98359,0.99241,0.69953,1.14624,0.37464,1.07479,0.00078616,0.00078616,0.00078616
110,255.927,0.69818,0.36433,0.91322,0.98987,0.98626,0.99424,0.70504,1.1755,0.38594,1.09369,0.00078418,0.00078418,0.00078418
111,259.204,0.71157,0.35625,0.92634,0.99412,0.99132,0.99424,0.7064,1.16622,0.3965,1.08572,0.0007822,0.0007822,0.0007822
112,262.569,0.70345,0.36691,0.91717,0.99249,0.98914,0.99204,0.69991,1.18715,0.3783,1.10416,0.00078022,0.00078022,0.00078022
113,265.835,0.69747,0.36081,0.91001,0.99033,0.99167,0.99284,0.70904,1.13303,0.37425,1.07499,0.00077824,0.00077824,0.00077824
114,269.211,0.70466,0.36574,0.91344,0.97412,0.97236,0.98335,0.68372,1.1668,0.41154,1.09749,0.00077626,0.00077626,0.00077626
115,272.487,0.69648,0.35715,0.92322,0.97555,0.96386,0.9917,0.70865,1.14579,0.39808,1.08615,0.00077428,0.00077428,0.00077428
116,275.829,0.66855,0.33579,0.90888,0.99107,0.97933,0.99321,0.71226,1.13585,0.39551,1.09132,0.0007723,0.0007723,0.0007723
117,279.133,0.68071,0.34801,0.9075,0.97564,0.97521,0.99189,0.70243,1.13898,0.41463,1.07821,0.00077032,0.00077032,0.00077032
118,282.557,0.68962,0.35333,0.9055,0.988,0.99316,0.9946,0.7023,1.1438,0.37822,1.07576,0.00076834,0.00076834,0.00076834
119,285.846,0.69149,0.3608,0.91576,0.98405,0.97615,0.99024,0.7057,1.15186,0.39619,1.08144,0.00076636,0.00076636,0.00076636
120,289.162,0.66508,0.34616,0.90245,0.96694,0.97543,0.98241,0.71061,1.13942,0.42433,1.0721,0.00076438,0.00076438,0.00076438
121,292.527,0.659,0.33663,0.90446,0.97739,0.9733,0.98817,0.69659,1.17379,0.43141,1.09935,0.0007624,0.0007624,0.0007624
122,295.845,0.64735,0.34369,0.90241,0.9711,0.97605,0.98771,0.70411,1.15955,0.41489,1.09097,0.00076042,0.00076042,0.00076042
123,299.123,0.65803,0.34469,0.90137,0.97816,0.98408,0.99421,0.70539,1.13491,0.38433,1.077,0.00075844,0.00075844,0.00075844
124,302.436,0.66836,0.34118,0.9063,0.97966,0.98391,0.99381,0.70402,1.15198,0.37994,1.09292,0.00075646,0.00075646,0.00075646
125,305.716,0.65499,0.33591,0.90452,0.97999,0.98486,0.99381,0.69871,1.17672,0.38889,1.10388,0.00075448,0.00075448,0.00075448
126,309.023,0.66162,0.33654,0.90472,0.98489,0.993,0.9946,0.71212,1.14232,0.36606,1.0875,0.0007525,0.0007525,0.0007525
127,312.315,0.66591,0.34881,0.90601,0.98622,0.98636,0.9946,0.70519,1.1473,0.38335,1.09768,0.00075052,0.00075052,0.00075052
128,315.687,0.64028,0.33899,0.89461,0.98814,0.98657,0.99302,0.71366,1.11205,0.3702,1.08223,0.00074854,0.00074854,0.00074854
129,319.035,0.65627,0.3449,0.9129,0.9889,0.98646,0.99187,0.7081,1.13376,0.36953,1.08691,0.00074656,0.00074656,0.00074656
130,322.339,0.63547,0.33349,0.89889,0.99138,0.98996,0.99391,0.71471,1.1318,0.37679,1.09525,0.00074458,0.00074458,0.00074458
131,325.769,0.63769,0.33177,0.89269,0.99551,0.99046,0.99241,0.70662,1.15794,0.36761,1.11199,0.0007426,0.0007426,0.0007426
132,329.104,0.65095,0.33805,0.89599,0.98355,0.98391,0.99341,0.70306,1.13007,0.38605,1.10055,0.00074062,0.00074062,0.00074062
133,332.491,0.63497,0.33634,0.89179,0.99573,0.98883,0.9879,0.68704,1.13878,0.38604,1.09471,0.00073864,0.00073864,0.00073864
134,335.804,0.63196,0.33704,0.89732,0.98628,0.98813,0.9873,0.67667,1.14869,0.41215,1.10972,0.00073666,0.00073666,0.00073666
135,339.079,0.61275,0.32849,0.88631,0.97755,0.97282,0.98639,0.68616,1.11769,0.41039,1.09836,0.00073468,0.00073468,0.00073468
136,342.434,0.61551,0.33658,0.89103,0.98749,0.98461,0.99284,0.71241,1.13582,0.38051,1.09304,0.0007327,0.0007327,0.0007327
137,345.71,0.61778,0.32889,0.88808,0.986,0.98907,0.9946,0.71009,1.11465,0.36934,1.07974,0.00073072,0.00073072,0.00073072
138,349.123,0.60585,0.32492,0.87874,0.94421,0.99577,0.99262,0.7079,1.12079,0.40378,1.07776,0.00072874,0.00072874,0.00072874
139,352.435,0.60715,0.33841,0.88263,0.98288,0.9754,0.99381,0.70997,1.14101,0.37798,1.08921,0.00072676,0.00072676,0.00072676
140,355.727,0.61278,0.33172,0.89088,0.99495,0.99101,0.9946,0.71108,1.13039,0.36255,1.0892,0.00072478,0.00072478,0.00072478
141,359.081,0.60213,0.31801,0.89462,0.99491,0.98969,0.9946,0.71698,1.1102,0.35556,1.07129,0.0007228,0.0007228,0.0007228
